Link,	
"http://www.aboutcookies.org/",	
"http://www.allaboutcookies.org/",	
"https://tools.google.com/dlpage/gaoptout?hl=en",	
"http://www.adobe.com/it/privacy/opt-out.html",	
"http://www.adobe.com/privacy/opt-out.html#5",	
"http://www.adobe.com/privacy/opt-out.html",	
"http://www.sophus3.com/data-protection-policy/",	
"http://www.adobe.com/it/privacy/opt-out.html#4",	
"http://fcaemea.tt.omtrdc.net/optout",	
"http://www.criteo.com/it/privacy/",	
"http://www.sizmek.com/about-us/privacy",	
"https://aim.yahoo.com/aim/us/en/optout/",	
"https://www.google.com/settings/ads/anonymous?hl=en&sig=ACi0TCjdChy_kQ6UyiGP_pJshoVeqJKKavIr3vw2YrRtBQqvsKLZ5rrs9W3ugZN9d0NlZHzVX45-kIt8oa0ifkh7sMsz5fY8y3bFGJEwSrK9330NUgzmFho",	
"https://www.google.com/settings/ads/anonymous?hl=it&sig=ACi0TChmkhCcw62l2l5C9l6ToFU08D5HbHmiSUxF04jra1khjhb1_IZhJbsRER2_C8FdYLDfh0hCUVZoWZm3pClTjB4F5yf4bHozYyt2gaMPNwn7oofTIQg",	
"https://www.tubemogul.com/compliance/privacy-policy/",	
"http://rocketfuel.com/opting-out",	
"http://optout.btrll.com/opt_out_cookie",	
"http://x.bidswitch.net/opt-out",	
"http://www.networkadvertising.org/choices/#completed",	
"http://intelligence.towerdata.com/opt-out/",	
"http://www.indexexchange.com/privacy/",	
"https://www.oracle.com/marketingcloud/opt-status.html",	
"https://oo.netmng.com/optout.php",	
"https://support.twitter.com/articles/20170405",	
"https://www.openx.com/legal/privacy-policy/",	
"https://pubmatic.com/legal/pubmatic-opt-out/",	
"http://www.networkadvertising.org/choices/",	
"https://www.datalogix.com/privacy/#opt-out-landing",	
"http://www.appnexus.com/en/company/platform-privacy-policy",	
"http://www.tapad.com/privacy-policy/",	
"http://rocketfuel.com/opt-out/",	
"http://www.aggregateknowledge.com/privacy/ak-optout/",	
"http://optout.netmng.com/optout.php",	
"http://www.mookie1.com/en-us/privacy.html",	
"http://exponential.com/privacy/",	
"http://site.adform.com/privacy-policy/en/",	
"http://www.addthis.com/privacy/",	
"http://www.adserverpub.com/en/privacy/",	
"https://www.google.com/settings/u/0/ads?hl=it&sig=ACi0TChug9J1qT-O9R_dDL91O4riapfUqDLfZfkodE1mbVFzpzGMJJ4CVtW2_khwxfVp-",	
"https://www.turn.com/trust/consumer-opt-out",	
"http://www.amazon.com/b?node=5160028011",	
"http://www.lijit.com/company/privacy-policy",	
"http://www.aboutads.info/choices/",	
"http://www.mediamath.com/privacy-policy/",	
"http://www.pulsepoint.com/privacy-policy-adexchange.html",	
"http://ps.eyeota.net/opt-out",	
"http://www.bluekai.com/consumers.php",	
"http://choice.microsoft.com/en-us/opt-out",	
"http://optout.mookie1.com/optout/mig/?action=optout",	
"https://www.dataxu.com/about-us/privacy/privacy-policy-corporate-site/",	
"http://www.adsrvr.org/opt-out.html",	
"http://www.krux.com/privacy/consumer-choice/",	
"https://pippio.com/optout/",	
"http://www.youronlinechoices.com/it/",	
"https://www.linkedin.com/psettings/enhanced-advertising",	
"https://www.facebook.com/help/568137493302217",	
"https://www.taboola.com/privacy-policy#optout",	
